Annual CO2 emissions (per capita),Coal per capita (kWh),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Entity,Exports of goods and services (constant 2015 US$),GDP per capita growth (annual %),Gas per capita (kWh),Imports of goods and services (constant 2015 US$),Oil per capita (kWh),Population (historical estimates),Renewables(TWh_growth_equivalent),Year
1.6845,1616.4072265625,189543,Indonesia,131498942464,3.247328281402588,1764.341064453125,125816782848,3131.871826171875,238620554,2.8886337280273438,2009
1.8688,1903.318115234375,191872,Indonesia,151574003712,4.812273025512695,1821.3958740234375,147638861824,3271.8037109375,241834226,17.55145263671875,2010
2.0593,2223.821533203125,193582,Indonesia,173961347072,4.748318672180176,1743.431884765625,169827319808,3461.38916015625,245115988,-12.643081665039062,2011
2.0991,2265.252685546875,194608,Indonesia,176759963648,4.606485366821289,1729.5596923828125,183410819072,3590.6708984375,248451714,3.9085006713867188,2012
1.9701,1961.00390625,194152,Indonesia,184125472768,4.15142822265625,1767.4561767578125,186825736192,3425.695556640625,251805314,13.770309448242188,2013
1.9558,2045.8392333984375,192481,Indonesia,186104152064,3.6390724182128906,1726.2628173828125,190785880064,3367.238037109375,255128076,3.85540771484375,2014
2.1343,2302.0498046875,191708,Indonesia,182158295040,3.5550625324249268,1770.8404541015625,178863652864,3170.403076171875,258383257,-11.615066528320312,2015
2.1443,2371.985107421875,187296,Indonesia,179133546496,3.7588372230529785,1706.3536376953125,174561771520,3021.216552734375,261556386,33.853782653808594,2016
2.1733,2512.010009765625,183668,Indonesia,195071574016,3.8411972522735596,1632.9180908203125,188645326848,3202.406494140625,264650968,0.8339920043945312,2017
2.2972,2945.69677734375,184877,Indonesia,207778824192,3.9878249168395996,1663.559326171875,211539361792,3266.28564453125,267670549,59.827735900878906,2018
2.441,3504.395751953125,186267,Indonesia,205987151872,3.8714442253112793,1625.818603515625,195897556992,3140.406982421875,270625567,22.903854370117188,2019
2.1552,3303.65576171875,,Indonesia,190116413440,-3.107142210006714,1371.641845703125,167076069376,2738.368896484375,273523621,30.611831665039062,2020
,3298.4052734375,,Indonesia,,,1341.7447509765625,,2844.71826171875,276361788,17.912628173828125,2021
8.0198,5746.7158203125,,Japan,159037259776,2.01041579246521,2137.29345703125,205745438720,24079.833984375,117816942,22.298797607421875,1980
7.8061,6393.09228515625,,Japan,180221788160,3.452970504760742,2125.02734375,210140626944,22586.892578125,118732838,-1.936065673828125,1981
7.5031,6052.80517578125,,Japan,182802677760,2.5983033180236816,2160.301025390625,208725114880,20890.685546875,119605254,10.1341552734375,1982
7.3148,5925.4033203125,,Japan,191891505152,2.8054544925689697,2308.96630859375,201537716224,20748.787109375,120427643,11.52001953125,1983
7.7323,6584.58056640625,,Japan,221289398272,3.8266823291778564,3085.924560546875,222773755904,21812.0078125,121189269,-33.92633056640625,1984
7.4858,6832.97216796875,,Japan,232915976192,4.576744556427002,3286.7265625,216780013568,20591.083984375,121883483,35.099853515625,1985
7.4465,6473.60498046875,,Japan,220990504960,2.777920722961426,3327.2470703125,224922550272,20690.3671875,122509119,-2.52294921875,1986
7.3333,6576.00146484375,,Japan,220762226688,4.227041721343994,3396.735107421875,245205663744,20695.578125,123072720,-14.6734619140625,1987
7.974,7078.32861328125,,Japan,235543937024,6.341599941253662,3587.74755859375,290964701184,22161.7421875,123584522,49.6693115234375,1988
8.2355,7062.5068359375,,Japan,257860435968,4.439692497253418,3712.438232421875,343320985600,22942.259765625,124058517,7.665435791015625,1989
9.3009,7290.37353515625,31556,Japan,276381696000,4.545273780822754,4041.2666015625,371149832192,23799.5078125,124505243,-32.66644287109375,1990
9.3628,7207.8955078125,31614,Japan,290855878656,3.0120491981506348,4258.5087890625,367020867584,23980.0703125,124929764,23.213409423828125,1991
9.4102,7063.31689453125,31852,Japan,303594831872,0.4744231402873993,4413.1708984375,363030577152,24445.736328125,125331300,-41.83245849609375,1992
9.3259,7181.80029296875,32133,Japan,304697802752,-0.8398863673210144,4430.4365234375,358366937088,23868.580078125,125707407,36.1964111328125,1993
9.7362,7499.4228515625,31839,Japan,316522856448,0.7114946842193604,4725.1083984375,387733291008,25161.0625,126053127,-77.48748779296875,1994
9.8098,7754.138671875,32332,Japan,329763487744,2.390519618988037,4797.0048828125,438102589440,26039.166015625,126365486,45.01104736328125,1995
9.8823,7940.22314453125,31652,Japan,345699844096,2.9001412391662598,5107.00732421875,489655730176,26168.169921875,126644099,-1.89593505859375,1996
9.8097,8140.30810546875,31606,Japan,384020611072,0.7409059405326843,5290.67138671875,492161433600,25832.541015625,126892745,31.28558349609375,1997
9.4794,7746.5322265625,32358,Japan,374713253888,-1.5382441282272339,5440.94384765625,458675257344,24868.8359375,127117436,7.194244384765625,1998
9.7514,8136.41064453125,33062,Japan,382209687552,-0.5157405734062195,5705.18408203125,475657502720,25240.7890625,127326063,-14.284698486328125,1999
9.9148,8708.962890625,32717,Japan,431988277248,2.592890977859497,5933.38623046875,521141780480,24845.15234375,127524168,1.41351318359375,2000
9.7857,8903.927734375,32399,Japan,403330924544,0.14451168477535248,6086.13720703125,527202385920,24066.91796875,127713824,-9.72216796875,2001
10.0015,9444.6708984375,32153,Japan,435163987968,-0.19039201736450195,5946.06298828125,531352944640,23868.818359375,127893075,-0.4224853515625,2002
10.0538,9692.9189453125,32315,Japan,477066100736,1.3180919885635376,6520.32568359375,549386878976,24400.416015625,128058368,37.790252685546875,2003
10.0064,9938.0732421875,32221,Japan,545624621056,2.1517233848571777,6287.16259765625,596107067392,23733.4453125,128204183,-0.84027099609375,2004
10.0554,10401.734375,32748,Japan,584471609344,1.7943397760391235,6446.697265625,631551229952,23344.705078125,128326115,-28.1383056640625,2005
9.8687,10217.3623046875,32410,Japan,644707581952,1.3081271648406982,6895.22216796875,661260206080,22491.49609375,128422740,31.724578857421875,2006
10.1416,10719.5908203125,32290,Japan,700816883712,1.367422342300415,7423.69482421875,676276273152,21782.9140625,128494050,-37.369476318359375,2007
9.5871,11006.658203125,32252,Japan,711945093120,-1.2721099853515625,7709.70458984375,681232302080,20967.486328125,128538644,-0.98516845703125,2008
9.0484,9232.978515625,32021,Japan,545472610304,-5.68145227432251,7193.6435546875,575230377984,18789.650390625,128555196,-15.12322998046875,2009
9.4507,10523.6484375,32373,Japan,681081110528,4.079223155975342,7774.61376953125,640148045824,18971.763671875,128542349,57.572357177734375,2010
9.8434,9981.7900390625,33569,Japan,680266563584,0.20925180613994598,8717.98828125,676815699968,18973.95703125,128498966,-15.035400390625,2011
10.1695,10544.7861328125,35180,Japan,681257926656,1.536786675453186,9594.4287109375,713723805696,20266.763671875,128423571,-7.07354736328125,2012
10.251,10984.2724609375,37335,Japan,686779858944,2.1523711681365967,9627.6865234375,736341983232,19393.978515625,128314189,24.1593017578125,2013
9.8599,10811.814453125,38944,Japan,750937505792,0.4293811321258545,9733.4365234375,796169011200,18439.513671875,128168630,34.753936767578125,2014
9.5589,10922.994140625,39833,Japan,775051870208,1.6684651374816895,9275.892578125,799671844864,17723.59765625,127985139,54.722747802734375,2015
9.4215,10921.6484375,40362,Japan,787594412032,0.8700469732284546,9111.9658203125,790272802816,17232.8359375,127763267,-10.337738037109375,2016
9.3184,11105.357421875,40586,Japan,839725875200,1.8427090644836426,9175.21484375,816405413888,17017.35546875,127502728,39.91302490234375,2017
8.9893,10900.7353515625,41757,Japan,871296204800,0.762860894203186,9096.396484375,847539535872,16506.76953125,127202190,33.797454833984375,2018
8.7177,10740.900390625,42565,Japan,858875953152,0.4800882041454315,8523.01953125,844075499520,16033.06640625,126860299,1.040191650390625,2019
8.1499,10047.3388671875,,Japan,758054780928,-4.260289669036865,8232.955078125,782592966656,14247.01171875,126476458,39.08905029296875,2020
,10572.3359375,,Japan,,,8220.6875,,14571.623046875,126050796,32.33642578125,2021
2.0316,42.14350128173828,,Malaysia,15380324352,4.809457778930664,1885.500244140625,14229382144,6946.47265625,13798094,0.902562141418457,1980
2.1846,76.5236587524414,,Malaysia,15252490240,4.400094985961914,1547.752685546875,15024927744,7309.7783203125,14134060,0.4512810707092285,1981
2.1174,68.31147003173828,,Malaysia,16881026048,3.4748549461364746,1903.0771484375,17091442688,7407.05126953125,14471215,-0.1735696792602539,1982
2.5675,173.4364776611328,,Malaysia,18963785728,3.755601644515991,2604.6865234375,18630172672,7734.3935546875,14819430,0.7289929389953613,1983
2.2903,182.95912170410156,,Malaysia,21577605120,5.116954326629639,3147.815673828125,19842234368,7415.83740234375,15192300,5.033519268035889,1984
2.329,237.83499145507812,,Malaysia,21674160128,-3.6052684783935547,2960.635498046875,17890560000,7106.125,15598924,0.9372749328613281,1985
2.4995,171.7997589111328,,Malaysia,24228823040,-1.566296935081482,4466.7939453125,16733240320,6360.97607421875,16043736,1.0414180755615234,1986
2.4741,230.17848205566406,,Malaysia,27755845632,2.1469058990478516,4326.93310546875,18151178240,6328.08154296875,16522004,2.4994020462036133,1987
2.5184,177.6357879638672,,Malaysia,30780807168,6.7055158615112305,4284.4384765625,21729634304,6562.30810546875,17022470,2.256405830383301,1988
2.8572,794.1776733398438,,Malaysia,35457576960,5.9083757400512695,4764.40283203125,27314438144,6611.92724609375,17528961,-1.2844152450561523,1989
3.01,854.7540893554688,7886,Malaysia,41775816704,5.980303764343262,4386.9326171875,34494181376,7463.8525390625,18029824,-3.7491044998168945,1990
3.5521,980.2357788085938,7577,Malaysia,48364007424,6.646424770355225,6350.05029296875,43189870592,8258.8291015625,18519941,1.2497014999389648,1991
3.8395,1003.0408325195312,7429,Malaysia,54455836672,6.119141101837158,6725.48291015625,45942775808,9525.9404296875,19002660,-0.4829216003417969,1992
4.4506,817.7648315429688,7424,Malaysia,60741423104,7.1751017570495605,6441.447265625,52850376704,9582.771484375,19484901,1.6766138076782227,1993
4.5367,886.0286254882812,7617,Malaysia,74047881216,6.519082546234131,6523.625,66398920704,9838.09375,19977508,4.819892883300781,1994
5.5611,946.79150390625,7870,Malaysia,88090705920,7.094583988189697,6606.99853515625,82134179840,10972.759765625,20487604,-0.7836036682128906,1995
5.3975,927.3392944335938,7618,Malaysia,96219676672,7.228691101074219,7752.919921875,86146867200,11728.5244140625,21017619,-3.0575265884399414,1996
5.6618,874.2488403320312,7479,Malaysia,101502754816,4.6093058586120605,9381.5419921875,91164557312,13076.619140625,21562790,-2.989516258239746,1997
5.1657,909.716796875,7339,Malaysia,102001287168,-9.671202659606934,9242.619140625,74067697664,11655.015625,22114647,0.8397846221923828,1998
4.7787,994.9613647460938,8104,Malaysia,115428024320,3.5773122310638428,10266.2509765625,81891713024,11116.03515625,22661293,9.15188217163086,1999
5.4411,1245.6898193359375,7724,Malaysia,133972377600,6.357501983642578,12397.04296875,101852438528,11742.4970703125,23194252,0.1724395751953125,2000
5.6513,1456.3858642578125,7793,Malaysia,124821848064,-1.6651489734649658,11687.3349609375,93464854528,12426.607421875,23709115,-2.8503761291503906,2001
5.5815,1748.490234375,7959,Malaysia,131596345344,3.217395305633545,11602.9091796875,99246538752,13170.0126953125,24208391,-2.5568294525146484,2002
6.3372,2501.485107421875,8246,Malaysia,138352328704,3.6879191398620605,12253.990234375,103746150400,13507.1171875,24698821,-1.0052318572998047,2003
6.7923,3059.809326171875,8262,Malaysia,160569311232,4.698581695556641,12978.728515625,124118114304,13881.916015625,25190647,1.8081207275390625,2004
7.0583,3116.5263671875,8365,Malaysia,173899628544,3.2822582721710205,14547.3369140625,135178084352,14098.6796875,25690615,1.1926021575927734,2005
6.8234,3237.123779296875,8435,Malaysia,185519882240,3.524327039718628,14832.4697265625,146222219264,13406.0712890625,26201954,0.8914051055908203,2006
6.8283,3848.068359375,8431,Malaysia,193735770112,4.236438751220703,15120.0966796875,155033501696,14020.251953125,26720367,-0.7138252258300781,2007
7.4161,4174.20166015625,8677,Malaysia,196783407104,2.8470795154571533,15989.751953125,158660067328,13167.3076171875,27236003,5.212059020996094,2008
7.2368,4451.5126953125,8891,Malaysia,175376482304,-3.285590410232544,14430.23828125,138460348416,12829.822265625,27735038,-0.7918453216552734,2009
7.6551,6088.3935546875,8882,Malaysia,193649082368,5.623556137084961,13479.5380859375,159953141760,12723.2490234375,28208028,-2.002635955810547,2010
7.5737,5992.24072265625,9077,Malaysia,201742434304,3.666105270385742,13373.84765625,170046570496,12795.6259765625,28650962,5.444782257080078,2011
7.4037,6350.03857421875,9303,Malaysia,198228377600,3.959552764892578,14454.185546875,174998421504,13823.5,29068189,3.046602249145508,2012
8.2286,5942.26025390625,9213,Malaysia,198742278144,3.2700419425964355,15123.498046875,178015207424,14502.1923828125,29468923,5.885103225708008,2013
8.1975,5975.98779296875,9748,Malaysia,208759439360,4.595210075378418,14969.630859375,185116262400,14368.2314453125,29866606,3.0330123901367188,2014
7.659,6682.8525390625,10090,Malaysia,209286971392,3.6877217292785645,15473.5166015625,186603061248,13164.4833984375,30270965,1.5329055786132812,2015
8.1657,7099.54052734375,10044,Malaysia,212048461824,3.0416011810302734,14663.0234375,189279223808,14458.3134765625,30684652,16.231487274169922,2016
8.0554,7761.06298828125,9839,Malaysia,230460637184,4.383944034576416,14481.4833984375,208570187776,13417.111328125,31104655,17.904300689697266,2017
8.6345,8213.107421875,10303,Malaysia,234915414016,3.4351589679718018,14170.8193359375,211674251264,13418.322265625,31528033,0.8682785034179688,2018
8.7218,7659.8037109375,10960,Malaysia,232461139968,3.0608088970184326,14151.927734375,206619377664,14410.5791015625,31949789,1.0734710693359375,2019
8.4226,8405.3359375,,Malaysia,211774668800,-6.860273361206055,11838.5244140625,189292019712,12254.0107421875,32365998,4.9156646728515625,2020
,7530.8681640625,,Malaysia,,,12529.63671875,,12339.2890625,32776195,12.204902648925781,2021
5.5548,4331.08203125,,New Zealand,12139433984,1.1569938659667969,2764.36328125,8612200448,15632.9716796875,3146610,2.9908905029296875,1980
5.2328,4290.2705078125,,New Zealand,12419189760,4.253881931304932,3373.81298828125,9557391360,14764.8583984375,3164823,0.8511581420898438,1981
5.73,4174.498046875,,New Zealand,12612729856,-0.06809090822935104,6092.6279296875,9696431104,14596.396484375,3188537,-3.979522705078125,1982
5.5969,4586.43603515625,,New Zealand,13380737024,2.0942084789276123,6558.919921875,9619720192,13870.91015625,3215732,4.332233428955078,1983
5.9625,4229.7314453125,,New Zealand,14635236352,3.8904318809509277,8339.4658203125,10729292800,13919.4404296875,3243034,2.2890548706054688,1984
6.688,3875.49658203125,,New Zealand,14878042112,0.9885643720626831,10552.8212890625,10892988416,13090.9912109375,3268234,-2.3389663696289062,1985
6.9738,4424.16748046875,,New Zealand,15561594880,2.731595277786255,12648.361328125,11114218496,11735.8818359375,3290304,7.273368835449219,1986
7.299,3669.82177734375,,New Zealand,16698857472,0.10413669049739838,12159,12077216768,13416.9814453125,3310751,-0.5145339965820312,1987
7.6361,3950.435791015625,,New Zealand,17053775872,-0.6273009777069092,13247.763671875,12100110336,13311.544921875,3332787,3.0845184326171875,1988
7.5732,4264.93994140625,,New Zealand,16716529664,-0.31844353675842285,7145.37353515625,14012030976,13382.083984375,3360956,0.1980133056640625,1989
7.548,4098.7529296875,472,New Zealand,18273165312,-0.7674105763435364,13080.1357421875,14191252480,14917.5009765625,3398175,2.9348297119140625,1990
7.6412,3853.7099609375,464,New Zealand,19960870912,-5.768365383148193,14028.81640625,13666014208,14931.20703125,3446171,-0.37580108642578125,1991
8.0712,4174.4091796875,464,New Zealand,20876148736,0.04673212394118309,14604.126953125,14680516608,15157.4599609375,3503194,-5.483390808105469,1992
7.8168,4041.633544921875,464,New Zealand,22367985664,5.185206890106201,13999.4072265625,15726414848,14759.1171875,3564473,7.5299072265625,1993
7.7354,3758.399658203125,452,New Zealand,24268494848,3.730459690093994,12908.5234375,17974540288,16912.203125,3623272,6.528404235839844,1994
7.6597,3715.818115234375,455,New Zealand,25185245184,3.200792074203491,12144.55078125,19106125824,17933.861328125,3674940,4.883338928222656,1995
7.9028,3620.2548828125,446,New Zealand,26243375104,1.9899004697799683,13685.7744140625,20314894336,18110.62109375,3717352,-4.208930969238281,1996
8.3484,3871.79443359375,437,New Zealand,27138772992,0.7192387580871582,14605.53125,20504582144,18991.85546875,3752355,-8.364051818847656,1997
7.9098,3500.847412109375,420,New Zealand,28065830912,-0.09299208223819733,12767.3857421875,21148211200,19060.83984375,3783976,6.8593597412109375,1998
8.26,3554.447509765625,420,New Zealand,30396366848,4.898222923278809,14466.1748046875,23103301632,18986.3125,3818128,-6.346931457519531,1999
8.3803,3332.458740234375,402,New Zealand,32237969408,2.3021628856658936,15224.875,23361671168,19301.47265625,3858992,5.265869140625,2000
8.8256,4075.4404296875,394,New Zealand,33297569792,2.856935739517212,15863.3759765625,24359819264,19146.357421875,3907941,-9.203094482421875,2001
8.7453,4016.60546875,382,New Zealand,35805564928,2.871727466583252,14932.8603515625,26152040448,19592.42578125,3963202,8.389785766601562,2002
9.0254,5712.08544921875,361,New Zealand,36765761536,2.5066778659820557,11094.783203125,29595199488,20376.490234375,4022074,-4.4328155517578125,2003
8.8112,5817.701171875,345,New Zealand,37932134400,2.493485689163208,9978.912109375,33550514176,20180.23046875,4080421,10.916336059570312,2004
9.0811,6390.62060546875,327,New Zealand,37764247552,2.161439895629883,9086.5869140625,35184443392,20643.544921875,4135353,-9.876731872558594,2005
8.9691,6216.4990234375,323,New Zealand,39074205696,1.634447455406189,9115.0283203125,34596413440,20591.833984375,4185881,0.9831314086914062,2006
8.6598,4658.81787109375,321,New Zealand,40607277056,2.071338653564453,9957.9150390625,38244954112,20456.505859375,4233046,1.0898818969726562,2007
8.8153,5720.30810546875,317,New Zealand,39516749824,-1.9507280588150024,9126.640625,37034225664,20511.53515625,4278156,-2.0571441650390625,2008
8.0684,4352.87451171875,315,New Zealand,41111674880,-1.128572702407837,9284.248046875,33568174080,19372.2421875,4323338,7.780029296875,2009
8.0162,3677.74853515625,311,New Zealand,42271420416,0.4055318832397461,10013.58984375,37426683904,19186.373046875,4370060,4.07623291015625,2010
7.8071,3682.0224609375,315,New Zealand,43241189376,1.4800149202346802,9101.259765625,39886733312,19550.720703125,4418674,2.2645034790039062,2011
8.0873,4536.6904296875,304,New Zealand,44556304384,1.681670069694519,9991.505859375,40415899648,19050.849609375,4468462,-5.6082916259765625,2012
7.8133,3956.496337890625,292,New Zealand,44616683520,1.909746527671814,10416.0009765625,43700764672,19108.82421875,4518519,0.7238922119140625,2013
7.7791,3614.62548828125,290,New Zealand,46691704832,2.103712797164917,11448.1728515625,46943117312,19224.09765625,4567522,5.562446594238281,2014
7.8169,3613.2578125,287,New Zealand,49606164480,1.6172089576721191,10406.0302734375,48010600448,19789.12890625,4614527,2.0340652465820312,2015
7.3627,2961.0107421875,290,New Zealand,50377854976,1.4262384176254272,10296.39453125,50503356416,20091.814453125,4659265,3.1626434326171875,2016
7.6254,3091.509521484375,286,New Zealand,52167176192,1.4715328216552734,10616.95703125,54153207808,20998.076171875,4702029,-3.1274948120117188,2017
7.5455,3304.318603515625,319,New Zealand,53645021184,1.373543620109558,9493.7451171875,56286216192,20773.30078125,4743131,2.089935302734375,2018
7.839,3729.360107421875,334,New Zealand,53511745536,0.027564149349927902,10048.21875,56869015552,21095.50390625,4783062,-1.2947540283203125,2019
6.9418,3541.08740234375,,New Zealand,44076941312,-0.24080076813697815,9486.48046875,47821565952,17184.58984375,4822233,-3.5421829223632812,2020
,4121.22265625,,New Zealand,,,7985.41650390625,,16626.048828125,4860642,0.54998779296875,2021
0.7785,34.37594985961914,,Philippines,12785462272,2.3619844913482666,0,13943314432,2712.214111328125,47357741,5.89039421081543,1980
0.7094,57.975059509277344,,Philippines,13996936192,0.6278466582298279,0,13832995840,2480.6328125,48672831,6.020534515380859,1981
0.6964,62.918418884277344,,Philippines,12522193920,0.8983485102653503,0,14177318912,2322.685791015625,50023564,0.1300029754638672,1982
0.6855,111.46793365478516,,Philippines,13179584512,-0.8489250540733337,0,13787680768,2363.8818359375,51408910,3.671619415283203,1983
0.5836,173.80747985839844,,Philippines,13895303168,-9.534896850585938,0,11488030720,1883.001953125,52827047,5.066062927246094,1984
0.514,239.25477600097656,,Philippines,11581612032,-9.344614028930664,0,9917336576,1629.468505859375,54275836,2.527301788330078,1985
0.5206,183.46331787109375,,Philippines,13511486464,0.7639502286911011,0,10909698048,1667.71142578125,55755346,0.3274688720703125,1986
0.5675,190.0020751953125,,Philippines,14356051968,1.6126288175582886,0,13954737152,1885.2803955078125,57263835,-4.41943359375,1987
0.6375,234.3401641845703,,Philippines,16479262720,3.9182848930358887,0,16592720896,1979.4678955078125,58794999,3.936016082763672,1988
0.6448,180.49325561523438,,Philippines,17860157440,3.4637703895568848,0,19028967424,2164.701171875,60340768,2.0176315307617188,1989
0.6681,200.94735717773438,43170,Philippines,18276716544,0.49391138553619385,0,20907720704,2206.080078125,61895169,-0.6865615844726562,1990
0.6851,220.12461853027344,41916,Philippines,19449100288,-2.883502721786499,0,20722341888,2084.832763671875,63454785,-3.255329132080078,1991
0.7427,214.0740509033203,42039,Philippines,20437555200,-1.9998936653137207,0,22518806528,2503.849609375,65020124,-2.2492523193359375,1992
0.7347,212.3559112548828,42409,Philippines,21652451328,-0.23292285203933716,0,24983939072,2523.17529296875,66593903,1.6509838104248047,1993
0.7938,199.85214233398438,42790,Philippines,25719279616,1.9443186521530151,0.775454044342041,28385472512,2603.3681640625,68180846,4.313116073608398,1994
0.8591,235.5414276123047,43329,Philippines,28588261376,2.2215330600738525,0.7304394841194153,32669310976,2863.498291015625,69784087,0.5691413879394531,1995
0.8579,320.5694885253906,44369,Philippines,32743815168,3.462008237838745,1.2075413465499878,37844717568,2925.351806640625,71401743,3.4918441772460938,1996
0.9593,388.83795166015625,45032,Philippines,38209630208,2.839966297149658,0.716530978679657,42681184256,3076.715087890625,73030879,-0.8468894958496094,1997
0.914,383.9983825683594,46619,Philippines,30600505344,-2.7005767822265625,1.1945983171463013,37057327104,3039.710693359375,74672009,1.7926521301269531,1998
0.8932,440.5892028808594,49217,Philippines,33711671296,1.1070213317871094,0.8987371325492859,37686927360,2818.935546875,76325927,12.969711303710938,1999
0.9276,598.3064575195312,52569,Philippines,38338060288,2.1529934406280518,1.307142972946167,42131972096,2546.537353515625,77991757,2.807079315185547,2000
0.8824,598.0781860351562,56219,Philippines,37506830336,0.8748739957809448,16.84869384765625,45760339968,2479.0166015625,79672869,-5.743526458740234,2001
0.8622,510.3409423828125,59690,Philippines,39324082176,1.5589650869369507,207.2860107421875,49006186496,2301.27587890625,81365260,-1.0906829833984375,2002
0.8454,520.3622436523438,61344,Philippines,42954964992,2.9526915550231934,309.5096435546875,51607764992,2243.300537109375,83051970,0.9425010681152344,2003
0.8591,554.5674438476562,63158,Philippines,45764796416,4.4826765060424805,280.2445068359375,53308231680,2263.222412109375,84710544,3.0330810546875,2004
0.8488,618.1550903320312,66727,Philippines,51484528640,2.9783709049224854,364.22650146484375,55295254528,2063.744140625,86326251,-1.9135818481445312,2005
0.7569,664.2789916992188,68885,Philippines,56662421504,3.4441745281219482,335.0461730957031,55512477696,1823.36962890625,87888675,5.733547210693359,2006
0.7915,702.4400634765625,70385,Philippines,58284187648,4.7121405601501465,394.88189697265625,55375794176,1862.490234375,89405482,-4.914192199707031,2007
0.8504,812.419189453125,73438,Philippines,55777763328,2.6267030239105225,408.8484191894531,58023641088,1752.9725341796875,90901967,4.650798797607422,2008
0.8277,762.6298217773438,76013,Philippines,53151567872,-0.2116989940404892,404.96612548828125,56661716992,1792.3077392578125,92414161,-1.5207786560058594,2009
0.8828,868.8453369140625,77603,Philippines,63945445376,5.561000823974609,375.1279296875,68417359872,1843.385498046875,93966784,-6.861236572265625,2010
0.8762,940.343994140625,78736,Philippines,63446118400,2.115926742553711,398.22637939453125,67776872448,1713.2662353515625,95570049,5.319614410400391,2011
0.9094,967.3186645507812,78891,Philippines,66305904640,5.090726852416992,375.3069763183594,72354988032,1742.8626708984375,97212639,2.1876869201660156,2012
0.9689,1176.7410888671875,77575,Philippines,67614523392,4.959414958953857,339.88958740234375,77424566272,1796.422607421875,98871558,-2.588573455810547,2013
1.0067,1231.53125,76301,Philippines,75820965888,4.611114025115967,351.6213073730469,85088239616,1875.4710693359375,100513137,-0.6526412963867188,2014
1.0982,1323.04736328125,76561,Philippines,83378044928,4.681878566741943,325.3742980957031,97859084288,2103.751220703125,102113206,2.8025436401367188,2015
1.1792,1468.3592529296875,76124,Philippines,91054202880,5.546712398529053,367.5211181640625,116269481984,2225.6552734375,103663812,2.5813217163085938,2016
1.2827,1711.4432373046875,75510,Philippines,106899259392,5.396653175354004,358.878173828125,133878538240,2349.005859375,105172921,3.129150390625,2017
1.3189,1783.0927734375,74942,Philippines,119530831872,4.867308616638184,383.3805236816406,153484476416,2328.72509765625,106651394,0.05673980712890625,2018
1.3561,1880.737060546875,74783,Philippines,122681688064,4.6803765296936035,389.9488525390625,157065183232,2345.07421875,108116622,-3.653839111328125,2019
1.2413,1844.7734375,,Philippines,102743138304,-10.781513214111328,350.68402099609375,123185668096,1897.03076171875,109581085,-1.2250137329101562,2020
,1972.8038330078125,,Philippines,,,295.65277099609375,,2051.3291015625,111046910,3.080699920654297,2021
3.5359,4034.746826171875,,South Korea,16828071936,-3.1666204929351807,0,27587315712,7490.55126953125,38045605,-1.111215591430664,1980
3.6167,4592.734375,,South Korea,19160991744,5.585902690887451,0,28876349440,7309.06884765625,38602287,2.0028634071350098,1981
3.5943,4586.83935546875,,South Korea,19553421312,6.676619052886963,0,29313425408,7149.1201171875,39175221,-2.6090846061706543,1982
3.7528,4825.2109375,,South Korea,22771806208,11.717020988464355,0,31331446784,7372.26025390625,39747794,1.7115907669067383,1983
3.9888,5733.8662109375,,South Korea,25645676544,9.195796012878418,0,32685015040,7303.171875,40296230,-0.8754105567932129,1984
4.1366,6276.69921875,,South Korea,25977638912,6.782329559326172,0,32017645568,7624.65283203125,40804406,3.50942325592041,1985
4.2733,6575.2353515625,,South Korea,35076370432,10.22535228729248,17.248371124267578,42648170496,8212.76953125,41265123,-0.2220296859741211,1986
4.4475,6594.93994140625,,South Korea,43647590400,11.61866569519043,528.289306640625,50364780544,8546.2607421875,41686566,2.5296783447265625,1987
5.0135,6953.21240234375,,South Korea,48307154944,10.89649486541748,675.9695434570312,57024507904,10120.880859375,42086668,-5.849335670471191,1988
5.2614,6703.68896484375,,South Korea,46536134656,6.0190629959106445,647.8567504882812,66044383232,11453.7109375,42491200,2.8882007598876953,1989
5.8359,6537.15771484375,18780,South Korea,48903712768,8.800429344177246,737.253173828125,74917068800,13744.9306640625,42918416,5.088896751403809,1990
6.3555,6490.60791015625,18551,South Korea,54880509952,9.686999320983887,845.1181030273438,89888546816,16538.978515625,43373148,-3.542177200317383,1991
6.8425,6251.59716796875,17965,South Korea,61534400512,5.1007819175720215,1093.5294189453125,94218444800,19797.26953125,43848223,-1.1461067199707031,1992
7.4495,6778.341796875,17624,South Korea,67725934592,5.797285556793213,1351.135498046875,100572200960,21499.517578125,44335037,3.3446407318115234,1993
7.9392,6884.705078125,17563,South Korea,79982764032,8.174763679504395,1779.06005859375,124645244928,23344.345703125,44820070,-5.563447952270508,1994
8.4715,7060.13916015625,17136,South Korea,98343952384,8.517152786254883,2129.103515625,152104992768,25204.505859375,45292521,2.0187997817993164,1995
9.204,8159.8828125,16946,South Korea,108365103104,6.867624282836914,2784.7314453125,173606502400,26698.451171875,45751023,-0.5009126663208008,1996
9.6369,8793.0810546875,17036,South Korea,128644333568,5.179629802703857,3351.53857421875,177707794432,29066.892578125,46196056,0.11762428283691406,1997
8.1175,8993.1826171875,17261,South Korea,147380895744,-5.811819553375244,3106.82470703125,134669131776,23964.93359375,46620698,4.2753496170043945,1998
8.7414,9438.4482421875,17473,South Korea,165464571904,10.677450180053711,3750.955322265625,167845511168,25488.458984375,47016952,-0.24967575073242188,1999
