Coal per capita (kWh),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),country,Gas per capita (kWh),Oil per capita (kWh),Population (historical estimates),year,death_rate,fossil_use(kWh)
2615.572021,37935,Thailand,5701.546875,8314.571289,66866834,2009,0.000567322,1.11E+12
2671.101074,38739,Thailand,6429.874023,8579.889648,67195032,2010,0.000576516,1.19E+12
2703.24707,38499,Thailand,6563.851074,8659.254883,67518379,2011,0.0005702,1.21E+12
2823.895508,37756,Thailand,7169.279785,9055.254883,67835969,2012,0.000556578,1.29E+12
2766.697754,36755,Thailand,7170.690918,9109.461914,68144519,2013,0.000539368,1.30E+12
3037.320557,36476,Thailand,7297.726563,9142.423828,68438748,2014,0.000532973,1.33E+12
2969.878174,36698,Thailand,7416.330566,9460.860352,68714519,2015,0.000534065,1.36E+12
3016.185791,37627,Thailand,7331.201172,9742.447266,68971313,2016,0.000545546,1.39E+12
3017.732178,38260,Thailand,7236.514648,9969.263672,69209817,2017,0.000552812,1.40E+12
3207.183105,39639,Thailand,7204.482422,10128.57324,69428454,2018,0.000570933,1.43E+12
2850.287109,40878,Thailand,7316.214355,10198.72949,69625581,2019,0.000587112,1.42E+12
380.2607422,72704,Vietnam,5.677401543,514.9735718,67988855,1990,0.001069352,61251955993
359.6011963,72049,Vietnam,10.00619984,492.1078796,69436956,1991,0.001037617,59834885688
353.2471313,71266,Vietnam,28.58916855,526.9744873,70883488,1992,0.001005396,64419678529
335.2256775,70474,Vietnam,33.36777115,660.7241211,72300308,1993,0.00097474,74419977321
363.3426514,69740,Vietnam,32.7557373,718.8035278,73651220,1994,0.000946895,82113886331
480.7606506,69133,Vietnam,18.74337578,780.1817017,74910462,1995,0.000922875,95861849105
528.8419189,68632,Vietnam,36.40851212,884.2963257,76068739,1996,0.000902237,1.10E+11
670.0012817,68300,Vietnam,66.43247986,993.6730347,77133212,1997,0.000885481,1.33E+11
709.6038818,68046,Vietnam,111.1812134,1084.111572,78115712,1998,0.000871092,1.49E+11
524.9767456,68051,Vietnam,158.7254181,1180.254272,79035871,1999,0.000861014,1.47E+11
682.4658203,68231,Vietnam,193.2163544,1265.738281,79910411,2000,0.000853844,1.71E+11
738.1392212,69094,Vietnam,239.0314941,1358.003052,80742500,2001,0.000855733,1.89E+11
834.7271118,70063,Vietnam,284.0518188,1476.914307,81534406,2002,0.000859306,2.12E+11
962.765625,71344,Vietnam,278.2380676,1556.837524,82301650,2003,0.00086686,2.30E+11
1250.185669,72580,Vietnam,483.2968445,1835.25354,83062819,2004,0.000873796,2.96E+11
1297.111084,73597,Vietnam,741.3101196,1805.964722,83832662,2005,0.000877904,3.22E+11
787.249939,74467,Vietnam,798.2978516,1755.070801,84617545,2006,0.000880042,2.83E+11
853.6728516,75757,Vietnam,799.8399658,1935.574463,85419588,2007,0.000886881,3.07E+11
1603.153809,76822,Vietnam,839.0825195,2010.412476,86243424,2008,0.000890758,3.84E+11
1489.598511,77538,Vietnam,887.5244751,2029.44519,87092250,2009,0.000890297,3.84E+11
1924.086182,77631,Vietnam,1031.393799,2282.225586,87967655,2010,0.000882495,4.61E+11
2269.688232,77529,Vietnam,920.7913208,2250.203613,88871384,2011,0.000872373,4.84E+11
2084.833008,76793,Vietnam,1005.276184,2252.39624,89801926,2012,0.000855138,4.80E+11
2203.469238,75714,Vietnam,1036.853516,2309.056885,90752593,2013,0.00083429,5.04E+11
2634.464844,74502,Vietnam,1074.281616,2427.441895,91713850,2014,0.000812331,5.63E+11
3292.328369,73330,Vietnam,1109.97229,2909.24292,92677082,2015,0.000791242,6.78E+11
3526.033691,72409,Vietnam,1093.400391,3144.111084,93640435,2016,0.000773266,7.27E+11
3487.451904,71712,Vietnam,1006.408569,3261.060791,94600643,2017,0.00075805,7.34E+11
4600.026855,71626,Vietnam,1010.995117,3396.618896,95545959,2018,0.00074965,8.61E+11
6019.60498,71701,Vietnam,1020.400635,3470.36084,96462108,2019,0.000743307,1.01E+12
